Date,User,Message
2026-01-15 20:20:46,드립장인,gpt랑 비교하면 어때요?
2026-01-15 20:28:16,질문요정,임베딩 모델 추천 좀요
2026-01-15 20:41:23,질문요정,무슨 라이브러리 쓰세요?
2026-01-15 20:44:41,서버지기,에이전트 오케스트레이션 재밌음
2026-01-15 20:55:53,클라우드덕후,caddy 리버스프록시 편하던데요
2026-01-15 21:01:05,드립장인,caddy 리버스프록시 편하던데요
2026-01-15 21:14:53,논쟁왕,사진
2026-01-15 21:26:37,밤샘개발자,도커 컴포즈로 올렸어요
2026-01-15 21:33:05,모델러,저희 서비스 피드백 부탁드려요
2026-01-15 21:45:03,취준생J,에러 나는데 봐주실 분?
2026-01-15 21:53:28,취준생J,주말에 뭐하세요
2026-01-15 21:56:09,질문요정,이 방식이 맞나요?
2026-01-15 22:06:11,질문요정,오라클 프리티어 쓰는 중
2026-01-15 22:07:23,클라우드덕후,다들 점심 뭐 드셨어요
2026-01-15 22:21:51,신입인사,무슨 라이브러리 쓰세요?
2026-01-15 22:27:05,질문요정,저희 서비스 피드백 부탁드려요
2026-01-15 22:37:50,취준생J,오늘 날씨 좋네요
2026-01-15 22:40:03,오픈소스러,사진
2026-01-15 22:47:34,신입인사,오라클 프리티어 쓰는 중
2026-01-15 22:51:23,클라우드덕후,다들 점심 뭐 드셨어요
2026-01-15 23:01:20,코드짜는 곰,다들 점심 뭐 드셨어요
2026-01-15 23:12:07,질문요정,베타 테스터 모집합니다
2026-01-15 23:13:09,밤샘개발자,토큰 값이 부담이네요 ㅠㅠ
2026-01-15 23:20:50,오픈소스러,사진
2026-01-15 23:22:06,빛나는 수달,배포 자동화 어떻게 하세요?
2026-01-15 23:31:51,오픈소스러,토큰 값이 부담이네요 ㅠㅠ
2026-01-15 23:39:31,모델러,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-15 23:50:21,디자인하는나무,ㅋㅋㅋㅋ 이건 못참지
2026-01-15 23:54:44,드립장인,사진
2026-01-16 00:02:06,클라우드덕후,이모티콘
2026-01-16 00:14:43,드립장인,사진
2026-01-16 00:22:32,조용한관찰자,다들 점심 뭐 드셨어요
2026-01-16 00:27:02,프로덕트메이커,배포 자동화 어떻게 하세요?
2026-01-16 00:28:40,질문요정,커피 한 잔 하고 갑니다
2026-01-16 00:42:52,디자인하는나무,배포 자동화 어떻게 하세요?
2026-01-16 00:56:30,클라우드덕후,ㅋㅋㅋㅋ 이건 못참지
2026-01-16 01:08:44,클라우드덕후,사진
2026-01-16 01:16:04,오픈소스러,다들 점심 뭐 드셨어요
2026-01-16 01:25:17,드립장인,커피 한 잔 하고 갑니다
2026-01-16 01:39:32,링크수집가,gpt랑 비교하면 어때요?
2026-01-16 01:47:36,밤샘개발자,토큰 값이 부담이네요 ㅠㅠ
2026-01-16 01:57:58,커피중독,사진
2026-01-16 02:12:53,커피중독,이거 혹시 어떻게 하나요?
2026-01-16 02:13:58,드립장인,배포 자동화 어떻게 하세요?
2026-01-16 02:15:11,프로덕트메이커,임베딩 모델 추천 좀요
2026-01-16 02:25:54,서버지기,이모티콘
2026-01-16 02:38:37,모델러,이거 혹시 어떻게 하나요?
2026-01-16 02:51:15,프로덕트메이커,베타 테스터 모집합니다
2026-01-16 03:04:42,취준생J,ㅋㅋㅋㅋ 이건 못참지
2026-01-16 03:09:05,링크수집가,로컬 모델 돌려보신 분?
2026-01-16 03:10:52,드립장인,베타 테스터 모집합니다
2026-01-16 03:21:42,신입인사,주말에 뭐하세요
2026-01-16 03:35:51,빛나는 수달,로컬 모델 돌려보신 분?
2026-01-16 03:40:41,조용한관찰자,사진
2026-01-16 03:41:10,프롬프트냥이,로컬 모델 돌려보신 분?
2026-01-16 03:45:13,모델러,임베딩 모델 추천 좀요
2026-01-16 03:55:57,클라우드덕후,다들 점심 뭐 드셨어요
2026-01-16 04:09:42,신입인사,오늘 날씨 좋네요
2026-01-16 04:12:32,코드짜는 곰,도커 컴포즈로 올렸어요
2026-01-16 04:21:30,프롬프트냥이,사진
2026-01-16 04:34:04,드립장인,에이전트 오케스트레이션 재밌음
2026-01-16 04:34:40,디자인하는나무,사진
2026-01-16 04:39:00,디자인하는나무,요즘 클로드 코드 진짜 좋네요
2026-01-16 04:40:39,드립장인,오라클 프리티어 쓰는 중
2026-01-16 04:52:36,모델러,에이전트 오케스트레이션 재밌음
2026-01-16 04:53:21,서버지기,베타 테스터 모집합니다
2026-01-16 05:04:48,디자인하는나무,무슨 라이브러리 쓰세요?
2026-01-16 05:05:53,프로덕트메이커,도커 컴포즈로 올렸어요
2026-01-16 05:11:33,취준생J,저희 서비스 피드백 부탁드려요
2026-01-16 05:18:20,코드짜는 곰,배포 자동화 어떻게 하세요?
2026-01-16 05:19:59,드립장인,저희 서비스 피드백 부탁드려요
2026-01-16 05:32:50,모델러,저희 서비스 피드백 부탁드려요
2026-01-16 05:46:47,코드짜는 곰,베타 테스터 모집합니다
2026-01-16 05:52:31,신입인사,오라클 프리티어 쓰는 중
2026-01-16 06:06:29,디자인하는나무,배포 자동화 어떻게 하세요?
2026-01-16 06:18:38,드립장인,이 방식이 맞나요?
2026-01-16 06:27:35,질문요정,오늘 날씨 좋네요
2026-01-16 06:35:03,드립장인,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-16 06:42:20,링크수집가,베타 테스터 모집합니다
2026-01-16 06:44:40,질문요정,이 방식이 맞나요?
2026-01-16 06:53:26,논쟁왕,사진
2026-01-16 06:55:49,모델러,커피 한 잔 하고 갑니다
2026-01-16 06:57:52,링크수집가,사진
2026-01-16 07:01:02,질문요정,배포 자동화 어떻게 하세요?
2026-01-16 07:08:13,클라우드덕후,오라클 프리티어 쓰는 중
2026-01-16 07:14:17,밤샘개발자,요즘 클로드 코드 진짜 좋네요
2026-01-16 07:22:16,모델러,이 방식이 맞나요?
2026-01-16 07:24:53,조용한관찰자,저희 서비스 피드백 부탁드려요
2026-01-16 07:35:20,디자인하는나무,이 방식이 맞나요?
2026-01-16 07:47:59,신입인사,gpt랑 비교하면 어때요?
2026-01-16 07:57:56,취준생J,저희 서비스 피드백 부탁드려요
2026-01-16 08:03:08,서버지기,무슨 라이브러리 쓰세요?
2026-01-16 08:04:10,논쟁왕,무슨 라이브러리 쓰세요?
2026-01-16 08:06:11,디자인하는나무,ㅋㅋㅋㅋ 이건 못참지
2026-01-16 08:14:00,드립장인,오라클 프리티어 쓰는 중
2026-01-16 08:24:40,밤샘개발자,오라클 프리티어 쓰는 중
2026-01-16 08:39:18,취준생J,도커 컴포즈로 올렸어요
2026-01-16 08:48:50,클라우드덕후,도커 컴포즈로 올렸어요
2026-01-16 08:55:28,논쟁왕,커피 한 잔 하고 갑니다
2026-01-16 08:57:57,프롬프트냥이,다들 점심 뭐 드셨어요
2026-01-16 09:00:19,프롬프트냥이,이 방식이 맞나요?
2026-01-16 09:05:24,밤샘개발자,다들 점심 뭐 드셨어요
2026-01-16 09:07:00,서버지기,오라클 프리티어 쓰는 중
2026-01-16 09:16:05,질문요정,다들 점심 뭐 드셨어요
2026-01-16 09:29:58,취준생J,ㅋㅋㅋㅋ 이건 못참지
2026-01-16 09:40:59,코드짜는 곰,gpt랑 비교하면 어때요?
2026-01-16 09:45:04,논쟁왕,오늘 날씨 좋네요
2026-01-16 09:57:55,오픈소스러,ㅋㅋㅋㅋ 이건 못참지
2026-01-16 10:07:03,논쟁왕,토큰 값이 부담이네요 ㅠㅠ
2026-01-16 10:10:56,조용한관찰자,토큰 값이 부담이네요 ㅠㅠ
2026-01-16 10:22:02,드립장인,오늘 날씨 좋네요
2026-01-16 10:27:29,드립장인,오늘 날씨 좋네요
2026-01-16 10:38:01,디자인하는나무,베타 테스터 모집합니다
2026-01-16 10:51:14,프로덕트메이커,이 방식이 맞나요?
2026-01-16 10:53:32,조용한관찰자,무슨 라이브러리 쓰세요?
2026-01-16 11:00:39,링크수집가,이 방식이 맞나요?
2026-01-16 11:01:28,프로덕트메이커,커피 한 잔 하고 갑니다
2026-01-16 11:08:46,코드짜는 곰,베타 테스터 모집합니다
2026-01-16 11:15:46,프롬프트냥이,이 방식이 맞나요?
2026-01-16 11:24:23,드립장인,다들 점심 뭐 드셨어요
2026-01-16 11:34:29,조용한관찰자,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-16 11:45:17,서버지기,이모티콘
2026-01-16 11:52:05,질문요정,주말에 뭐하세요
2026-01-16 12:03:35,코드짜는 곰,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-16 12:06:35,클라우드덕후,에러 나는데 봐주실 분?
2026-01-16 12:13:17,서버지기,에러 나는데 봐주실 분?
2026-01-16 12:13:50,코드짜는 곰,임베딩 모델 추천 좀요
2026-01-16 12:22:26,코드짜는 곰,오라클 프리티어 쓰는 중
2026-01-16 12:35:56,드립장인,로컬 모델 돌려보신 분?
2026-01-16 12:42:42,커피중독,오라클 프리티어 쓰는 중
2026-01-16 12:51:38,모델러,요즘 클로드 코드 진짜 좋네요
2026-01-16 12:54:33,밤샘개발자,베타 테스터 모집합니다
2026-01-16 13:00:12,서버지기,이거 혹시 어떻게 하나요?
2026-01-16 13:02:14,신입인사,베타 테스터 모집합니다
2026-01-16 13:06:21,모델러,베타 테스터 모집합니다
2026-01-16 13:15:47,취준생J,사진
2026-01-16 13:24:35,커피중독,커피 한 잔 하고 갑니다
2026-01-16 13:34:46,빛나는 수달,에러 나는데 봐주실 분?
2026-01-16 13:36:57,프로덕트메이커,ㅋㅋㅋㅋ 이건 못참지
2026-01-16 13:38:54,클라우드덕후,caddy 리버스프록시 편하던데요
2026-01-16 13:43:29,질문요정,배포 자동화 어떻게 하세요?
2026-01-16 13:56:09,드립장인,토큰 값이 부담이네요 ㅠㅠ
2026-01-16 14:02:14,링크수집가,로컬 모델 돌려보신 분?
2026-01-16 14:02:39,신입인사,배포 자동화 어떻게 하세요?
2026-01-16 14:14:06,드립장인,오늘 날씨 좋네요
2026-01-16 14:29:05,질문요정,토큰 값이 부담이네요 ㅠㅠ
2026-01-16 14:42:20,빛나는 수달,도커 컴포즈로 올렸어요
2026-01-16 14:44:36,코드짜는 곰,이 방식이 맞나요?
2026-01-16 14:53:14,링크수집가,베타 테스터 모집합니다
2026-01-16 15:00:59,프로덕트메이커,커피 한 잔 하고 갑니다
2026-01-16 15:10:56,조용한관찰자,오라클 프리티어 쓰는 중
2026-01-16 15:21:44,디자인하는나무,저희 서비스 피드백 부탁드려요
2026-01-16 15:27:42,링크수집가,사진
2026-01-16 15:35:08,조용한관찰자,배포 자동화 어떻게 하세요?
2026-01-16 15:40:47,논쟁왕,도커 컴포즈로 올렸어요
2026-01-16 15:42:09,프롬프트냥이,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-16 15:46:20,디자인하는나무,gpt랑 비교하면 어때요?
2026-01-16 15:53:56,프로덕트메이커,커피 한 잔 하고 갑니다
2026-01-16 16:03:50,클라우드덕후,도커 컴포즈로 올렸어요
2026-01-16 16:07:51,신입인사,오라클 프리티어 쓰는 중
2026-01-16 16:17:05,커피중독,커피 한 잔 하고 갑니다
2026-01-16 16:22:08,오픈소스러,사진
2026-01-16 16:26:25,논쟁왕,임베딩 모델 추천 좀요
2026-01-16 16:26:45,서버지기,요즘 클로드 코드 진짜 좋네요
2026-01-16 16:34:20,오픈소스러,주말에 뭐하세요
2026-01-16 16:44:13,커피중독,이 방식이 맞나요?
2026-01-16 16:58:51,취준생J,커피 한 잔 하고 갑니다
2026-01-16 17:02:50,조용한관찰자,ㅋㅋㅋㅋ 이건 못참지
2026-01-16 17:11:31,신입인사,임베딩 모델 추천 좀요
2026-01-16 17:14:53,빛나는 수달,오늘 날씨 좋네요
2026-01-16 17:22:27,논쟁왕,저희 서비스 피드백 부탁드려요
2026-01-16 17:26:02,커피중독,ㅋㅋㅋㅋ 이건 못참지
2026-01-16 17:29:42,프롬프트냥이,커피 한 잔 하고 갑니다
2026-01-16 17:35:38,밤샘개발자,이모티콘
2026-01-16 17:40:37,코드짜는 곰,오늘 날씨 좋네요
2026-01-16 17:52:58,신입인사,다들 점심 뭐 드셨어요
2026-01-16 18:05:33,오픈소스러,저희 서비스 피드백 부탁드려요
2026-01-16 18:18:40,클라우드덕후,요즘 클로드 코드 진짜 좋네요
2026-01-16 18:31:10,링크수집가,caddy 리버스프록시 편하던데요
2026-01-16 18:33:32,코드짜는 곰,이거 혹시 어떻게 하나요?
2026-01-16 18:38:36,논쟁왕,사진
2026-01-16 18:53:13,서버지기,오라클 프리티어 쓰는 중
2026-01-16 19:00:25,모델러,요즘 클로드 코드 진짜 좋네요
2026-01-16 19:03:16,신입인사,gpt랑 비교하면 어때요?
2026-01-16 19:06:59,취준생J,에러 나는데 봐주실 분?
2026-01-16 19:07:22,프로덕트메이커,커피 한 잔 하고 갑니다
2026-01-16 19:17:23,질문요정,베타 테스터 모집합니다
2026-01-16 19:20:49,질문요정,오라클 프리티어 쓰는 중
2026-01-16 19:34:14,조용한관찰자,gpt랑 비교하면 어때요?
2026-01-16 19:46:55,드립장인,ㅋㅋㅋㅋ 이건 못참지
2026-01-16 19:52:32,코드짜는 곰,무슨 라이브러리 쓰세요?
2026-01-16 19:58:15,모델러,caddy 리버스프록시 편하던데요
2026-01-16 20:03:37,신입인사,무슨 라이브러리 쓰세요?
2026-01-16 20:10:09,디자인하는나무,베타 테스터 모집합니다
2026-01-16 20:13:23,코드짜는 곰,베타 테스터 모집합니다
2026-01-16 20:25:42,모델러,주말에 뭐하세요
2026-01-16 20:34:37,클라우드덕후,다들 점심 뭐 드셨어요
2026-01-16 20:38:40,프롬프트냥이,다들 점심 뭐 드셨어요
2026-01-16 20:49:46,조용한관찰자,에러 나는데 봐주실 분?
2026-01-16 20:59:43,커피중독,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-16 21:06:10,빛나는 수달,배포 자동화 어떻게 하세요?
2026-01-16 21:08:12,조용한관찰자,주말에 뭐하세요
2026-01-16 21:21:22,빛나는 수달,이 방식이 맞나요?
2026-01-16 21:34:10,커피중독,에러 나는데 봐주실 분?
2026-01-16 21:40:15,오픈소스러,사진
2026-01-16 21:44:34,취준생J,토큰 값이 부담이네요 ㅠㅠ
2026-01-16 21:54:45,커피중독,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-16 22:00:12,취준생J,caddy 리버스프록시 편하던데요
2026-01-16 22:01:27,질문요정,ㅋㅋㅋㅋ 이건 못참지
2026-01-16 22:04:36,프롬프트냥이,에이전트 오케스트레이션 재밌음
2026-01-16 22:10:04,프로덕트메이커,gpt랑 비교하면 어때요?
2026-01-16 22:11:56,드립장인,사진
2026-01-16 22:14:59,디자인하는나무,토큰 값이 부담이네요 ㅠㅠ
2026-01-16 22:18:56,오픈소스러,이 방식이 맞나요?
2026-01-16 22:20:54,커피중독,오라클 프리티어 쓰는 중
2026-01-16 22:34:25,서버지기,오늘 날씨 좋네요
2026-01-16 22:40:40,오픈소스러,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-16 22:54:06,드립장인,주말에 뭐하세요
2026-01-16 23:04:51,커피중독,에이전트 오케스트레이션 재밌음
2026-01-16 23:05:56,논쟁왕,오늘 날씨 좋네요
2026-01-16 23:09:20,모델러,오라클 프리티어 쓰는 중
2026-01-16 23:17:52,코드짜는 곰,오늘 날씨 좋네요
2026-01-16 23:27:01,밤샘개발자,이거 혹시 어떻게 하나요?
2026-01-16 23:38:32,커피중독,gpt랑 비교하면 어때요?
2026-01-16 23:45:25,프롬프트냥이,토큰 값이 부담이네요 ㅠㅠ
2026-01-16 23:52:57,코드짜는 곰,오늘 날씨 좋네요
2026-01-17 00:03:35,프롬프트냥이,베타 테스터 모집합니다
2026-01-17 00:18:19,클라우드덕후,다들 점심 뭐 드셨어요
2026-01-17 00:27:43,커피중독,사진
2026-01-17 00:40:07,신입인사,배포 자동화 어떻게 하세요?
2026-01-17 00:41:07,밤샘개발자,이 방식이 맞나요?
2026-01-17 00:53:09,디자인하는나무,오늘 날씨 좋네요
2026-01-17 01:07:27,빛나는 수달,베타 테스터 모집합니다
2026-01-17 01:08:04,프롬프트냥이,주말에 뭐하세요
2026-01-17 01:14:29,코드짜는 곰,저희 서비스 피드백 부탁드려요
2026-01-17 01:23:56,밤샘개발자,caddy 리버스프록시 편하던데요
2026-01-17 01:28:57,디자인하는나무,에러 나는데 봐주실 분?
2026-01-17 01:41:47,취준생J,사진
2026-01-17 01:47:41,디자인하는나무,gpt랑 비교하면 어때요?
2026-01-17 02:01:52,밤샘개발자,이거 혹시 어떻게 하나요?
2026-01-17 02:07:21,모델러,이거 혹시 어떻게 하나요?
2026-01-17 02:19:59,질문요정,이거 혹시 어떻게 하나요?
2026-01-17 02:25:29,취준생J,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-17 02:35:36,오픈소스러,배포 자동화 어떻게 하세요?
2026-01-17 02:39:06,신입인사,사진
2026-01-17 02:46:14,조용한관찰자,사진
2026-01-17 02:50:06,빛나는 수달,에러 나는데 봐주실 분?
2026-01-17 03:03:55,서버지기,gpt랑 비교하면 어때요?
2026-01-17 03:08:01,질문요정,베타 테스터 모집합니다
2026-01-17 03:16:12,모델러,베타 테스터 모집합니다
2026-01-17 03:26:03,빛나는 수달,주말에 뭐하세요
2026-01-17 03:28:58,프롬프트냥이,에러 나는데 봐주실 분?
2026-01-17 03:35:57,신입인사,이거 혹시 어떻게 하나요?
2026-01-17 03:37:37,오픈소스러,베타 테스터 모집합니다
2026-01-17 03:46:59,디자인하는나무,주말에 뭐하세요
2026-01-17 03:55:17,빛나는 수달,caddy 리버스프록시 편하던데요
2026-01-17 04:02:42,빛나는 수달,커피 한 잔 하고 갑니다
2026-01-17 04:09:26,클라우드덕후,배포 자동화 어떻게 하세요?
2026-01-17 04:11:25,커피중독,caddy 리버스프록시 편하던데요
2026-01-17 04:14:47,조용한관찰자,이 방식이 맞나요?
2026-01-17 04:25:20,신입인사,주말에 뭐하세요
2026-01-17 04:37:23,서버지기,저희 서비스 피드백 부탁드려요
2026-01-17 04:44:36,오픈소스러,무슨 라이브러리 쓰세요?
2026-01-17 04:47:57,커피중독,다들 점심 뭐 드셨어요
2026-01-17 04:56:12,조용한관찰자,토큰 값이 부담이네요 ㅠㅠ
2026-01-17 05:03:40,모델러,도커 컴포즈로 올렸어요
2026-01-17 05:14:34,취준생J,임베딩 모델 추천 좀요
2026-01-17 05:15:17,서버지기,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-17 05:27:17,질문요정,다들 점심 뭐 드셨어요
2026-01-17 05:38:46,커피중독,저희 서비스 피드백 부탁드려요
2026-01-17 05:41:51,프롬프트냥이,ㅋㅋㅋㅋ 이건 못참지
2026-01-17 05:45:35,서버지기,오라클 프리티어 쓰는 중
2026-01-17 05:55:46,프롬프트냥이,에러 나는데 봐주실 분?
2026-01-17 06:00:13,조용한관찰자,이거 혹시 어떻게 하나요?
2026-01-17 06:03:16,드립장인,사진
2026-01-17 06:04:09,모델러,베타 테스터 모집합니다
2026-01-17 06:11:36,신입인사,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-17 06:21:02,빛나는 수달,이 방식이 맞나요?
2026-01-17 06:35:13,커피중독,로컬 모델 돌려보신 분?
2026-01-17 06:46:17,프롬프트냥이,이거 혹시 어떻게 하나요?
2026-01-17 06:59:33,밤샘개발자,오라클 프리티어 쓰는 중
2026-01-17 07:04:01,오픈소스러,오라클 프리티어 쓰는 중
2026-01-17 07:05:36,프롬프트냥이,에러 나는데 봐주실 분?
2026-01-17 07:17:41,프롬프트냥이,오늘 날씨 좋네요
2026-01-17 07:28:09,코드짜는 곰,이모티콘
2026-01-17 07:34:48,디자인하는나무,주말에 뭐하세요
2026-01-17 07:45:57,프로덕트메이커,이 방식이 맞나요?
2026-01-17 08:00:01,링크수집가,오라클 프리티어 쓰는 중
2026-01-17 08:04:14,빛나는 수달,이모티콘
2026-01-17 08:10:46,취준생J,베타 테스터 모집합니다
2026-01-17 08:16:58,링크수집가,저희 서비스 피드백 부탁드려요
2026-01-17 08:25:34,조용한관찰자,베타 테스터 모집합니다
2026-01-17 08:26:08,질문요정,ㅋㅋㅋㅋ 이건 못참지
2026-01-17 08:31:12,밤샘개발자,오라클 프리티어 쓰는 중
2026-01-17 08:42:25,빛나는 수달,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-17 08:43:18,커피중독,로컬 모델 돌려보신 분?
2026-01-17 08:52:45,클라우드덕후,요즘 클로드 코드 진짜 좋네요
2026-01-17 08:57:15,신입인사,caddy 리버스프록시 편하던데요
2026-01-17 09:00:36,코드짜는 곰,베타 테스터 모집합니다
2026-01-17 09:04:10,질문요정,오라클 프리티어 쓰는 중
2026-01-17 09:14:29,오픈소스러,이거 혹시 어떻게 하나요?
2026-01-17 09:20:15,질문요정,배포 자동화 어떻게 하세요?
2026-01-17 09:23:57,밤샘개발자,저희 서비스 피드백 부탁드려요
2026-01-17 09:33:59,빛나는 수달,베타 테스터 모집합니다
2026-01-17 09:41:52,논쟁왕,저희 서비스 피드백 부탁드려요
2026-01-17 09:42:12,신입인사,무슨 라이브러리 쓰세요?
2026-01-17 09:51:11,오픈소스러,베타 테스터 모집합니다
2026-01-17 10:00:35,드립장인,주말에 뭐하세요
2026-01-17 10:11:35,프롬프트냥이,gpt랑 비교하면 어때요?
2026-01-17 10:20:36,오픈소스러,에러 나는데 봐주실 분?
2026-01-17 10:32:25,프로덕트메이커,토큰 값이 부담이네요 ㅠㅠ
2026-01-17 10:46:47,조용한관찰자,도커 컴포즈로 올렸어요
2026-01-17 10:55:40,프로덕트메이커,커피 한 잔 하고 갑니다
2026-01-17 11:06:24,논쟁왕,저희 서비스 피드백 부탁드려요
2026-01-17 11:19:48,커피중독,caddy 리버스프록시 편하던데요
2026-01-17 11:28:56,오픈소스러,베타 테스터 모집합니다
2026-01-17 11:33:45,오픈소스러,주말에 뭐하세요
2026-01-17 11:40:07,서버지기,무슨 라이브러리 쓰세요?
2026-01-17 11:47:34,빛나는 수달,이거 혹시 어떻게 하나요?
2026-01-17 12:01:38,링크수집가,사진
2026-01-17 12:13:59,논쟁왕,오라클 프리티어 쓰는 중
2026-01-17 12:19:48,모델러,무슨 라이브러리 쓰세요?
2026-01-17 12:33:44,논쟁왕,저희 서비스 피드백 부탁드려요
2026-01-17 12:35:20,드립장인,오라클 프리티어 쓰는 중
2026-01-17 12:45:47,오픈소스러,에이전트 오케스트레이션 재밌음
2026-01-17 12:58:10,오픈소스러,오라클 프리티어 쓰는 중
2026-01-17 12:59:30,밤샘개발자,에이전트 오케스트레이션 재밌음
2026-01-17 13:07:18,프로덕트메이커,토큰 값이 부담이네요 ㅠㅠ
2026-01-17 13:13:10,모델러,caddy 리버스프록시 편하던데요
2026-01-17 13:23:05,질문요정,에러 나는데 봐주실 분?
2026-01-17 13:34:41,신입인사,저희 서비스 피드백 부탁드려요
2026-01-17 13:37:24,질문요정,주말에 뭐하세요
2026-01-17 13:41:23,조용한관찰자,오늘 날씨 좋네요
2026-01-17 13:45:06,신입인사,이모티콘
2026-01-17 13:47:28,모델러,이 방식이 맞나요?
2026-01-17 14:01:59,취준생J,임베딩 모델 추천 좀요
2026-01-17 14:02:51,취준생J,커피 한 잔 하고 갑니다
2026-01-17 14:14:00,질문요정,임베딩 모델 추천 좀요
2026-01-17 14:16:15,클라우드덕후,도커 컴포즈로 올렸어요
2026-01-17 14:27:40,논쟁왕,에이전트 오케스트레이션 재밌음
2026-01-17 14:35:42,링크수집가,다들 점심 뭐 드셨어요
2026-01-17 14:43:46,취준생J,이거 혹시 어떻게 하나요?
2026-01-17 14:54:44,커피중독,요즘 클로드 코드 진짜 좋네요
2026-01-17 14:59:29,드립장인,저희 서비스 피드백 부탁드려요
2026-01-17 15:10:58,논쟁왕,베타 테스터 모집합니다
2026-01-17 15:21:08,링크수집가,caddy 리버스프록시 편하던데요
2026-01-17 15:21:54,클라우드덕후,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-17 15:23:24,서버지기,ㅋㅋㅋㅋ 이건 못참지
2026-01-17 15:26:31,모델러,ㅋㅋㅋㅋ 이건 못참지
2026-01-17 15:32:54,빛나는 수달,배포 자동화 어떻게 하세요?
2026-01-17 15:33:40,프롬프트냥이,사진
2026-01-17 15:41:29,커피중독,caddy 리버스프록시 편하던데요
2026-01-17 15:43:56,질문요정,도커 컴포즈로 올렸어요
2026-01-17 15:52:36,디자인하는나무,오늘 날씨 좋네요
2026-01-17 16:06:34,취준생J,오늘 날씨 좋네요
2026-01-17 16:14:41,빛나는 수달,토큰 값이 부담이네요 ㅠㅠ
2026-01-17 16:29:39,밤샘개발자,주말에 뭐하세요
2026-01-17 16:37:23,프로덕트메이커,도커 컴포즈로 올렸어요
2026-01-17 16:45:45,빛나는 수달,사진
2026-01-17 17:00:32,드립장인,도커 컴포즈로 올렸어요
2026-01-17 17:12:43,오픈소스러,요즘 클로드 코드 진짜 좋네요
2026-01-17 17:25:40,프로덕트메이커,커피 한 잔 하고 갑니다
2026-01-17 17:28:56,조용한관찰자,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-17 17:32:21,디자인하는나무,사진
2026-01-17 17:36:09,프로덕트메이커,무슨 라이브러리 쓰세요?
2026-01-17 17:41:57,빛나는 수달,사진
2026-01-17 17:50:18,코드짜는 곰,사진
2026-01-17 17:57:04,취준생J,caddy 리버스프록시 편하던데요
2026-01-17 18:01:12,질문요정,이거 혹시 어떻게 하나요?
2026-01-17 18:08:37,클라우드덕후,에러 나는데 봐주실 분?
2026-01-17 18:08:57,프로덕트메이커,이 방식이 맞나요?
2026-01-17 18:14:47,클라우드덕후,커피 한 잔 하고 갑니다
2026-01-17 18:23:31,논쟁왕,caddy 리버스프록시 편하던데요
2026-01-17 18:26:17,드립장인,에이전트 오케스트레이션 재밌음
2026-01-17 18:37:06,밤샘개발자,caddy 리버스프록시 편하던데요
2026-01-17 18:42:34,서버지기,무슨 라이브러리 쓰세요?
2026-01-17 18:50:06,디자인하는나무,도커 컴포즈로 올렸어요
2026-01-17 19:01:13,코드짜는 곰,사진
2026-01-17 19:12:22,코드짜는 곰,이모티콘
2026-01-17 19:20:54,오픈소스러,ㅋㅋㅋㅋ 이건 못참지
2026-01-17 19:31:05,커피중독,에러 나는데 봐주실 분?
2026-01-17 19:38:55,밤샘개발자,커피 한 잔 하고 갑니다
2026-01-17 19:42:25,신입인사,오늘 날씨 좋네요
2026-01-17 19:44:23,서버지기,베타 테스터 모집합니다
2026-01-17 19:55:40,빛나는 수달,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-17 20:10:09,밤샘개발자,임베딩 모델 추천 좀요
2026-01-17 20:16:24,프로덕트메이커,이 방식이 맞나요?
2026-01-17 20:25:20,조용한관찰자,에러 나는데 봐주실 분?
2026-01-17 20:38:54,빛나는 수달,오라클 프리티어 쓰는 중
2026-01-17 20:48:50,취준생J,사이드프로젝트 오픈했어요 https://example.com 구경오세요
2026-01-17 20:53:05,취준생J,오라클 프리티어 쓰는 중
2026-01-17 21:04:15,드립장인,배포 자동화 어떻게 하세요?
2026-01-17 21:11:25,프로덕트메이커,이 방식이 맞나요?
2026-01-17 21:14:04,프로덕트메이커,요즘 클로드 코드 진짜 좋네요
2026-01-17 21:19:43,논쟁왕,저희 서비스 피드백 부탁드려요
2026-01-17 21:27:03,링크수집가,배포 자동화 어떻게 하세요?
2026-01-17 21:41:09,드립장인,에러 나는데 봐주실 분?
2026-01-17 21:44:47,드립장인,다들 점심 뭐 드셨어요
2026-01-17 21:47:30,커피중독,에이전트 오케스트레이션 재밌음
2026-01-17 21:50:25,논쟁왕,에러 나는데 봐주실 분?
